"term_id","database","direction","background_size","input_size","term_size","overlap_count","expected_overlap","enrichment_ratio","p_value","overlapping_gene_keys","overlapping_gene_symbols","fdr_bh","term_name","namespace","experimental_input_size","experimental_term_size","experimental_overlap_count","experimental_enrichment_ratio","experimental_p_value","experimental_fdr_bh","experimental_supported"
"GO:1903047","GO Biological Process","Higher in tumor",14764,371,451,47,11.3330398266053,4.14716622539908,8.04326246009651e-17,"ANLN;AURKA;BIRC5;BUB1;BUB1B;CCNA2;CCNB1;CCNB2;CCNE2;CDC20;CDC6;CDK1;CDKN3;CENPF;CENPK;CEP55;CHEK1;DLGAP5;ECT2;FOXM1;GINS1;IQGAP3;KIF11;KIF14;KIF15;KIF20A;KIF2C;KIF4A;KNL1;MAD2L1;MCM2;MCM4;MELK;NCAPG;NDC80;NEK2;NUF2;NUSAP1;PRC1;RCC1;STIL;TK1;TPX2;TTK;UBE2C;UHRF1;ZWINT","ANLN;AURKA;BIRC5;BUB1;BUB1B;CCNA2;CCNB1;CCNB2;CCNE2;CDC20;CDC6;CDK1;CDKN3;CENPF;CENPK;CEP55;CHEK1;DLGAP5;ECT2;FOXM1;GINS1;IQGAP3;KIF11;KIF14;KIF15;KIF20A;KIF2C;KIF4A;KNL1;MAD2L1;MCM2;MCM4;MELK;NCAPG;NDC80;NEK2;NUF2;NUSAP1;PRC1;RCC1;STIL;TK1;TPX2;TTK;UBE2C;UHRF1;ZWINT",9.83690998869803e-14,"mitotic cell cycle process","biological_process",278,280,29,3.61494090441932,1.64790585488169e-09,1.55609395725256e-07,TRUE
"GO:0007088","GO Biological Process","Higher in tumor",14764,371,115,21,2.88979951232728,7.26694011484824,8.79705852853257e-13,"AURKA;BIRC5;BUB1;BUB1B;CCNB1;CDC20;CENPF;CHEK1;DLGAP5;EGF;KNL1;MAD2L1;MKI67;NDC80;NEK2;NUF2;NUSAP1;RCC1;TTK;UBE2C;ZWINT","AURKA;BIRC5;BUB1;BUB1B;CCNB1;CDC20;CENPF;CHEK1;DLGAP5;EGF;KNL1;MAD2L1;MKI67;NDC80;NEK2;NUF2;NUSAP1;RCC1;TTK;UBE2C;ZWINT",5.37940129019767e-10,"regulation of mitotic nuclear division","biological_process",278,67,16,8.33501556963385,4.05585086874207e-11,2.68091742423851e-08,TRUE
"GO:0051783","GO Biological Process","Higher in tumor",14764,371,127,21,3.19134380926578,6.58030010399643,6.52585814898347e-12,"AURKA;BIRC5;BUB1;BUB1B;CCNB1;CDC20;CENPF;CHEK1;DLGAP5;EGF;KNL1;MAD2L1;MKI67;NDC80;NEK2;NUF2;NUSAP1;RCC1;TTK;UBE2C;ZWINT","AURKA;BIRC5;BUB1;BUB1B;CCNB1;CDC20;CENPF;CHEK1;DLGAP5;EGF;KNL1;MAD2L1;MKI67;NDC80;NEK2;NUF2;NUSAP1;RCC1;TTK;UBE2C;ZWINT",2.66037483873559e-09,"regulation of nuclear division","biological_process",278,71,16,7.86543722768264,1.0422427118074e-10,3.31574171282899e-08,TRUE
"GO:0140014","GO Biological Process","Higher in tumor",14764,371,150,22,3.76930371173124,5.83662174303684,2.3990414389081e-11,"AURKA;BIRC5;CCNB1;CENPK;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;NCAPG;NDC80;NUF2;NUSAP1;PRC1;RCC1;TPX2;TTK;UBE2C;UHRF1;ZWINT","AURKA;BIRC5;CCNB1;CENPK;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;NCAPG;NDC80;NUF2;NUSAP1;PRC1;RCC1;TPX2;TTK;UBE2C;UHRF1;ZWINT",6.58377566534092e-09,"mitotic nuclear division","biological_process",278,112,14,4.36285971223022,3.5124625915679e-06,8.9297606654861e-05,TRUE
"GO:0000280","GO Biological Process","Higher in tumor",14764,371,265,29,6.65910322405852,4.35494075166556,2.69164990406415e-11,"AURKA;BIRC5;BRIP1;CCNB1;CENPK;DLGAP5;FIGNL1;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MND1;NCAPG;NDC80;NUF2;NUSAP1;P3H4;PRC1;PTTG1;RCC1;TDRKH;TOP2A;TPX2;TTK;UBE2C;UHRF1;ZWINT","AURKA;BIRC5;BRIP1;CCNB1;CENPK;DLGAP5;FIGNL1;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MND1;NCAPG;NDC80;NUF2;NUSAP1;P3H4;PRC1;PTTG1;RCC1;TDRKH;TOP2A;TPX2;TTK;UBE2C;UHRF1;ZWINT",6.58377566534092e-09,"nuclear division","biological_process",278,122,15,4.29133742186579,1.93801136093273e-06,5.12410203830615e-05,TRUE
"GO:0098813","GO Biological Process","Higher in tumor",14764,371,192,24,4.82470875101598,4.9743935309973,9.24558781224378e-11,"BIRC5;CCNB1;CENPF;CENPK;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MND1;NCAPG;NDC80;NUF2;NUSAP1;P3H4;PRC1;PTTG1;TOP2A;TPX2;TTK;UHRF1;ZWINT","BIRC5;CCNB1;CENPF;CENPK;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MND1;NCAPG;NDC80;NUF2;NUSAP1;P3H4;PRC1;PTTG1;TOP2A;TPX2;TTK;UHRF1;ZWINT",1.88455898239569e-08,"nuclear chromosome segregation","biological_process",278,120,16,4.6537170263789,2.85823627402325e-07,9.9436535638388e-06,TRUE
"GO:0000819","GO Biological Process","Higher in tumor",14764,371,134,20,3.36724464914657,5.93957436536992,1.42753572856968e-10,"BIRC5;CCNB1;CENPK;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;NCAPG;NDC80;NUF2;NUSAP1;PRC1;TOP2A;TPX2;TTK;UHRF1;ZWINT","BIRC5;CCNB1;CENPK;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;NCAPG;NDC80;NUF2;NUSAP1;PRC1;TOP2A;TPX2;TTK;UHRF1;ZWINT",2.49410885148673e-08,"sister chromatid segregation","biological_process",278,101,13,4.4924496046727,5.66902015145641e-06,0.000133829368575453,TRUE
"GO:0007059","GO Biological Process","Higher in tumor",14764,371,268,28,6.73448929829315,4.15770205575894,1.78657446981597e-10,"BIRC5;CCNB1;CENPF;CENPK;CENPU;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MKI67;MND1;NCAPG;NDC80;NEK2;NUF2;NUSAP1;P3H4;PRC1;PTTG1;RCC1;TOP2A;TPX2;TTK;UHRF1;ZWINT","BIRC5;CCNB1;CENPF;CENPK;CENPU;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MKI67;MND1;NCAPG;NDC80;NEK2;NUF2;NUSAP1;P3H4;PRC1;PTTG1;RCC1;TOP2A;TPX2;TTK;UHRF1;ZWINT",2.73122572073116e-08,"chromosome segregation","biological_process",278,163,20,4.28256168071678,3.77796773675321e-08,1.7837404814242e-06,TRUE
"GO:0048285","GO Biological Process","Higher in tumor",14764,371,288,29,7.23706312652398,4.0071503444145,2.02656499561179e-10,"AURKA;BIRC5;BRIP1;CCNB1;CENPK;DLGAP5;FIGNL1;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MND1;NCAPG;NDC80;NUF2;NUSAP1;P3H4;PRC1;PTTG1;RCC1;TDRKH;TOP2A;TPX2;TTK;UBE2C;UHRF1;ZWINT","AURKA;BIRC5;BRIP1;CCNB1;CENPK;DLGAP5;FIGNL1;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MND1;NCAPG;NDC80;NUF2;NUSAP1;P3H4;PRC1;PTTG1;RCC1;TDRKH;TOP2A;TPX2;TTK;UBE2C;UHRF1;ZWINT",2.75387665514802e-08,"organelle fission","biological_process",278,140,15,3.73959403905447,1.08374694164603e-05,0.000204673350979437,TRUE
"GO:0030198","GO Biological Process","Higher in tumor",14764,371,208,24,5.22676781360065,4.59174787476674,4.93109677385974e-10,"ADAMTS12;COL10A1;COL11A1;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL8A2;COMP;FERMT1;GREM1;IBSP;MMP1;MMP10;MMP11;MMP12;MMP13;MMP7;MMP9;P3H4;PLOD2;SPINK5;SULF1","ADAMTS12;COL10A1;COL11A1;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL8A2;COMP;FERMT1;GREM1;IBSP;MMP1;MMP10;MMP11;MMP12;MMP13;MMP7;MMP9;P3H4;PLOD2;SPINK5;SULF1",5.5487764209368e-08,"extracellular matrix organization","biological_process",278,46,8,6.07006568658117,4.15865418596368e-05,0.000610860092649332,TRUE
"GO:0043062","GO Biological Process","Higher in tumor",14764,371,209,24,5.25189650501219,4.56977778924154,5.44442494286522e-10,"ADAMTS12;COL10A1;COL11A1;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL8A2;COMP;FERMT1;GREM1;IBSP;MMP1;MMP10;MMP11;MMP12;MMP13;MMP7;MMP9;P3H4;PLOD2;SPINK5;SULF1","ADAMTS12;COL10A1;COL11A1;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL8A2;COMP;FERMT1;GREM1;IBSP;MMP1;MMP10;MMP11;MMP12;MMP13;MMP7;MMP9;P3H4;PLOD2;SPINK5;SULF1",5.5487764209368e-08,"extracellular structure organization","biological_process",278,46,8,6.07006568658117,4.15865418596368e-05,0.000610860092649332,TRUE
"GO:0045229","GO Biological Process","Higher in tumor",14764,371,209,24,5.25189650501219,4.56977778924154,5.44442494286522e-10,"ADAMTS12;COL10A1;COL11A1;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL8A2;COMP;FERMT1;GREM1;IBSP;MMP1;MMP10;MMP11;MMP12;MMP13;MMP7;MMP9;P3H4;PLOD2;SPINK5;SULF1","ADAMTS12;COL10A1;COL11A1;COL1A1;COL1A2;COL3A1;COL5A1;COL5A2;COL8A2;COMP;FERMT1;GREM1;IBSP;MMP1;MMP10;MMP11;MMP12;MMP13;MMP7;MMP9;P3H4;PLOD2;SPINK5;SULF1",5.5487764209368e-08,"external encapsulating structure organization","biological_process",278,46,8,6.07006568658117,4.15865418596368e-05,0.000610860092649332,TRUE
"GO:0000070","GO Biological Process","Higher in tumor",14764,371,130,19,3.26672988350041,5.81621397470454,5.99922304407825e-10,"BIRC5;CCNB1;CENPK;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;NCAPG;NDC80;NUF2;NUSAP1;PRC1;TPX2;TTK;UHRF1;ZWINT","BIRC5;CCNB1;CENPK;DLGAP5;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;NCAPG;NDC80;NUF2;NUSAP1;PRC1;TPX2;TTK;UHRF1;ZWINT",5.64388444839053e-08,"mitotic sister chromatid segregation","biological_process",278,99,13,4.58320616234285,4.52286947173967e-06,0.000110726545215553,TRUE
"GO:0007094","GO Biological Process","Higher in tumor",14764,371,28,10,0.703603359523164,14.2125529457066,7.80327975833993e-10,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",5.85275618708957e-08,"mitotic spindle assembly checkpoint signaling","biological_process",278,18,6,11.6342925659472,7.27881739419192e-06,0.000150353071798777,TRUE
"GO:0071173","GO Biological Process","Higher in tumor",14764,371,28,10,0.703603359523164,14.2125529457066,7.80327975833993e-10,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",5.85275618708957e-08,"spindle assembly checkpoint signaling","biological_process",278,18,6,11.6342925659472,7.27881739419192e-06,0.000150353071798777,TRUE
"GO:0071174","GO Biological Process","Higher in tumor",14764,371,28,10,0.703603359523164,14.2125529457066,7.80327975833993e-10,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",5.85275618708957e-08,"mitotic spindle checkpoint signaling","biological_process",278,18,6,11.6342925659472,7.27881739419192e-06,0.000150353071798777,TRUE
"GO:0051276","GO Biological Process","Higher in tumor",14764,371,345,31,8.66939853698185,3.5757959295285,8.13547466725452e-10,"BIRC5;BUB1;BUB1B;CCNB1;CDK1;CENPF;CENPK;DLGAP5;DSP;FEN1;HMGB3;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MND1;NCAPG;NDC80;NUF2;NUSAP1;P3H4;PRC1;PTTG1;RMI2;TOP2A;TPX2;TTK;UHRF1;ZWINT","BIRC5;BUB1;BUB1B;CCNB1;CDK1;CENPF;CENPK;DLGAP5;DSP;FEN1;HMGB3;KIF11;KIF14;KIF15;KIF2C;KIF4A;KNL1;MND1;NCAPG;NDC80;NUF2;NUSAP1;P3H4;PRC1;PTTG1;RMI2;TOP2A;TPX2;TTK;UHRF1;ZWINT",5.85275618708957e-08,"chromosome organization","biological_process",278,195,16,2.86382586238701,0.000148439562821767,0.00204413647969142,TRUE
"GO:0051983","GO Biological Process","Higher in tumor",14764,371,133,19,3.34211595773503,5.68502117828263,8.9270566940255e-10,"BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDC6;CDK1;CENPF;DLGAP5;KIF2C;KNL1;MAD2L1;NCAPG;NDC80;NUF2;RMI2;TTK;UBE2C;ZWINT","BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDC6;CDK1;CENPF;DLGAP5;KIF2C;KNL1;MAD2L1;NCAPG;NDC80;NUF2;RMI2;TTK;UBE2C;ZWINT",6.06543907599621e-08,"regulation of chromosome segregation","biological_process",278,69,15,7.58758210822646,6.98086633731324e-10,7.69058774827342e-08,TRUE
"GO:0031577","GO Biological Process","Higher in tumor",14764,371,29,10,0.728732050934706,13.722464913096,1.16459775627413e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",6.47410479965118e-08,"spindle checkpoint signaling","biological_process",278,19,6,11.0219613782658,1.03838412952569e-05,0.00020187409106367,TRUE
"GO:0045839","GO Biological Process","Higher in tumor",14764,371,37,11,0.929761582227039,11.8309900196693,1.03594155321584e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;CHEK1;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;CHEK1;MAD2L1;NDC80;NUF2;TTK;ZWINT",6.47410479965118e-08,"negative regulation of mitotic nuclear division","biological_process",278,26,7,9.39692861095739,6.05650328910628e-06,0.000138046506003422,TRUE
"GO:0010965","GO Biological Process","Higher in tumor",14764,371,68,14,1.70875101598483,8.19311875693674,1.12912581760579e-09,"BIRC5;BUB1;BUB1B;CCNB1;CDC20;CENPF;DLGAP5;KNL1;MAD2L1;NDC80;NUF2;TTK;UBE2C;ZWINT","BIRC5;BUB1;BUB1B;CCNB1;CDC20;CENPF;DLGAP5;KNL1;MAD2L1;NDC80;NUF2;TTK;UBE2C;ZWINT",6.47410479965118e-08,"regulation of mitotic sister chromatid separation","biological_process",278,39,11,9.84440140195536,7.20479954123952e-09,3.96864374729944e-07,TRUE
"GO:1905818","GO Biological Process","Higher in tumor",14764,371,80,15,2.01029531292333,7.46159029649596,1.14167339243219e-09,"BIRC5;BUB1;BUB1B;CCNB1;CDC20;CENPF;DLGAP5;KNL1;MAD2L1;NCAPG;NDC80;NUF2;TTK;UBE2C;ZWINT","BIRC5;BUB1;BUB1B;CCNB1;CDC20;CENPF;DLGAP5;KNL1;MAD2L1;NCAPG;NDC80;NUF2;TTK;UBE2C;ZWINT",6.47410479965118e-08,"regulation of chromosome separation","biological_process",278,44,11,8.72571942446043,2.90211291636469e-08,1.47561279824389e-06,TRUE
"GO:0090068","GO Biological Process","Higher in tumor",14764,371,221,24,5.55344080195069,4.32164505860399,1.70557254044311e-09,"AURKA;BIRC5;BUB1;CCNB1;CCNE2;CDC20;CDC6;CDK1;DLGAP5;E2F8;ECT2;EGF;EGFR;EZH2;FEN1;KIF14;MAD2L1;NCAPG;NDC80;NUSAP1;RCC1;RRM2;STIL;UBE2C","AURKA;BIRC5;BUB1;CCNB1;CCNE2;CDC20;CDC6;CDK1;DLGAP5;E2F8;ECT2;EGF;EGFR;EZH2;FEN1;KIF14;MAD2L1;NCAPG;NDC80;NUSAP1;RCC1;RRM2;STIL;UBE2C",9.0691965954866e-08,"positive regulation of cell cycle process","biological_process",278,155,19,4.27841726618705,8.49548060953976e-08,3.50969542681611e-06,TRUE
"GO:0033046","GO Biological Process","Higher in tumor",14764,371,31,10,0.778989433757789,12.8371445961221,2.4655993479522e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",1.11682518612798e-07,"negative regulation of sister chromatid segregation","biological_process",278,20,6,10.4708633093525,1.4479442391171e-05,0.000245407985142668,TRUE
"GO:0033048","GO Biological Process","Higher in tumor",14764,371,31,10,0.778989433757789,12.8371445961221,2.4655993479522e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",1.11682518612798e-07,"negative regulation of mitotic sister chromatid segregation","biological_process",278,20,6,10.4708633093525,1.4479442391171e-05,0.000245407985142668,TRUE
"GO:0045841","GO Biological Process","Higher in tumor",14764,371,31,10,0.778989433757789,12.8371445961221,2.4655993479522e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",1.11682518612798e-07,"negative regulation of mitotic metaphase/anaphase transition","biological_process",278,20,6,10.4708633093525,1.4479442391171e-05,0.000245407985142668,TRUE
"GO:2000816","GO Biological Process","Higher in tumor",14764,371,31,10,0.778989433757789,12.8371445961221,2.4655993479522e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",1.11682518612798e-07,"negative regulation of mitotic sister chromatid separation","biological_process",278,20,6,10.4708633093525,1.4479442391171e-05,0.000245407985142668,TRUE
"GO:0033045","GO Biological Process","Higher in tumor",14764,371,112,17,2.81441343809266,6.0403350019253,2.69175414597379e-09,"BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDC6;CDK1;CENPF;DLGAP5;KNL1;MAD2L1;NDC80;NUF2;RMI2;TTK;UBE2C;ZWINT","BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDC6;CDK1;CENPF;DLGAP5;KNL1;MAD2L1;NDC80;NUF2;RMI2;TTK;UBE2C;ZWINT",1.17571975733069e-07,"regulation of sister chromatid segregation","biological_process",278,57,14,8.57263662754007,4.62262421598911e-10,6.11110921353761e-08,TRUE
"GO:1902100","GO Biological Process","Higher in tumor",14764,371,33,10,0.829246816580872,12.0591358327207,4.919878598851e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",2.00567050879826e-07,"negative regulation of metaphase/anaphase transition of cell cycle","biological_process",278,21,6,9.97225077081192,1.97868473846162e-05,0.000319002588322715,TRUE
"GO:1905819","GO Biological Process","Higher in tumor",14764,371,33,10,0.829246816580872,12.0591358327207,4.919878598851e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",2.00567050879826e-07,"negative regulation of chromosome separation","biological_process",278,21,6,9.97225077081192,1.97868473846162e-05,0.000319002588322715,TRUE
"GO:0033047","GO Biological Process","Higher in tumor",14764,371,64,13,1.60823625033866,8.08338948787062,5.32798540550131e-09,"BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDK1;CENPF;KNL1;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDK1;CENPF;KNL1;MAD2L1;NDC80;NUF2;TTK;ZWINT",2.10197617771874e-07,"regulation of mitotic sister chromatid segregation","biological_process",278,41,10,8.51289699947359,1.62136048472096e-07,6.30423106117975e-06,TRUE
"GO:0051784","GO Biological Process","Higher in tumor",14764,371,43,11,1.08053373069629,10.1801542029712,6.08726719990825e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;CHEK1;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;CHEK1;MAD2L1;NDC80;NUF2;TTK;ZWINT",2.32647743296493e-07,"negative regulation of nuclear division","biological_process",278,27,7,9.04889421795897,7.97755166423396e-06,0.000159792777274505,TRUE
"GO:0051985","GO Biological Process","Higher in tumor",14764,371,34,10,0.854375507992414,11.7044553670525,6.81527541088919e-09,"BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT","BIRC5;BUB1;BUB1B;CDC20;CENPF;MAD2L1;NDC80;NUF2;TTK;ZWINT",2.525782371975e-07,"negative regulation of chromosome segregation","biological_process",278,22,6,9.51896664486593,2.65571188984738e-05,0.0004179584664736,TRUE
"GO:0007052","GO Biological Process","Higher in tumor",14764,371,94,15,2.36209699268491,6.35028961403911,1.16167146389044e-08,"AURKA;BIRC5;CCNB1;DLGAP5;KIF11;KIF15;KIF4A;NDC80;NUF2;PRC1;RCC1;STIL;TPX2;TTK;UHRF1","AURKA;BIRC5;CCNB1;DLGAP5;KIF11;KIF15;KIF4A;NDC80;NUF2;PRC1;RCC1;STIL;TPX2;TTK;UHRF1",4.17860058922945e-07,"mitotic spindle organization","biological_process",278,59,8,4.73259358614803,0.00025608598864911,0.00325524689417426,TRUE
"GO:1902850","GO Biological Process","Higher in tumor",14764,371,125,17,3.1410864264427,5.41214016172507,1.48632272637568e-08,"AURKA;BIRC5;CCNB1;CDK1;DLGAP5;KIF11;KIF15;KIF4A;NDC80;NUF2;NUSAP1;PRC1;RCC1;STIL;TPX2;TTK;UHRF1","AURKA;BIRC5;CCNB1;CDK1;DLGAP5;KIF11;KIF15;KIF4A;NDC80;NUF2;NUSAP1;PRC1;RCC1;STIL;TPX2;TTK;UHRF1",5.19363626959274e-07,"microtubule cytoskeleton organization involved in mitosis","biological_process",278,79,10,4.41808578453693,7.97496784666882e-05,0.00114596820579306,TRUE
"GO:1905330","GO Biological Process","Higher in tumor",14764,371,47,11,1.18104849634245,9.3137581005907,1.68431220364286e-08,"ADAMTS12;EGF;GREM1;HOXB7;LCN2;LGR4;MDK;SIX1;SIX4;SOX9;SULF1","ADAMTS12;EGF;GREM1;HOXB7;LCN2;LGR4;MDK;SIX1;SIX4;SOX9;SULF1",5.7219828473756e-07,"regulation of morphogenesis of an epithelium","biological_process",278,20,3,5.23543165467626,0.0184875294295817,0.0675152317842733,FALSE
"GO:0007346","GO Biological Process","Higher in tumor",14764,371,437,33,10.9812381468437,3.00512561140341,1.81025373812853e-08,"ANLN;AURKA;BIRC5;BUB1;BUB1B;CCNB1;CCNE2;CDC20;CDC6;CDK1;CDKN2A;CENPF;CHEK1;DLGAP5;EGF;EGFR;FOXM1;GMNN;KIF14;KNL1;MAD2L1;MKI67;NDC80;NEK2;NUF2;NUSAP1;PDIK1L;RCC1;RRM2;STIL;TTK;UBE2C;ZWINT","ANLN;AURKA;BIRC5;BUB1;BUB1B;CCNB1;CCNE2;CDC20;CDC6;CDK1;CDKN2A;CENPF;CHEK1;DLGAP5;EGF;EGFR;FOXM1;GMNN;KIF14;KNL1;MAD2L1;MKI67;NDC80;NEK2;NUF2;NUSAP1;PDIK1L;RCC1;RRM2;STIL;TTK;UBE2C;ZWINT",5.98362249116539e-07,"regulation of mitotic cell cycle","biological_process",278,268,26,3.38610007516375,4.67490514457715e-08,2.06007486704366e-06,TRUE
"GO:0030071","GO Biological Process","Higher in tumor",14764,371,98,15,2.46261175833108,6.09109411958854,2.08434401093827e-08,"BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDC6;CENPF;DLGAP5;KNL1;MAD2L1;NDC80;NUF2;TTK;UBE2C;ZWINT","BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDC6;CENPF;DLGAP5;KNL1;MAD2L1;NDC80;NUF2;TTK;UBE2C;ZWINT",6.70829664573028e-07,"regulation of mitotic metaphase/anaphase transition","biological_process",278,45,12,9.3074340527578,2.98841722391143e-09,1.97534378500546e-07,TRUE
"GO:1902099","GO Biological Process","Higher in tumor",14764,371,101,15,2.5379978325657,5.91017053187799,3.16960296909086e-08,"BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDC6;CENPF;DLGAP5;KNL1;MAD2L1;NDC80;NUF2;TTK;UBE2C;ZWINT","BIRC5;BUB1;BUB1B;CCNB1;CDC20;CDC6;CENPF;DLGAP5;KNL1;MAD2L1;NDC80;NUF2;TTK;UBE2C;ZWINT",9.93954982358492e-07,"regulation of metaphase/anaphase transition of cell cycle","biological_process",278,46,12,9.10509852987176,3.9409437303003e-09,2.36814891429863e-07,TRUE
"GO:0045787","GO Biological Process","Higher in tumor",14764,371,279,25,7.0109049038201,3.5658734989228,3.93983479527991e-08,"AURKA;BIRC5;BUB1;CCNB1;CCNE2;CDC20;CDC6;CDK1;CHEK1;DLGAP5;E2F8;ECT2;EGF;EGFR;EZH2;FEN1;KIF14;MAD2L1;NCAPG;NDC80;NUSAP1;RCC1;RRM2;STIL;UBE2C","AURKA;BIRC5;BUB1;CCNB1;CCNE2;CDC20;CDC6;CDK1;CHEK1;DLGAP5;E2F8;ECT2;EGF;EGFR;EZH2;FEN1;KIF14;MAD2L1;NCAPG;NDC80;NUSAP1;RCC1;RRM2;STIL;UBE2C",1.20460448865683e-06,"positive regulation of cell cycle","biological_process",278,193,20,3.61687851791106,6.21442329734189e-07,1.95606371406809e-05,TRUE
"GO:0032963","GO Biological Process","Higher in tumor",14764,371,51,11,1.28156326198862,8.58326726917182,4.20873468547693e-08,"COL1A1;COL5A1;MMP1;MMP10;MMP11;MMP12;MMP13;MMP7;MMP9;P3H4;PLOD2","COL1A1;COL5A1;MMP1;MMP10;MMP11;MMP12;MMP13;MMP7;MMP9;P3H4;PLOD2",1.25543476105812e-06,"collagen metabolic process","biological_process",278,24,5,7.27143285371703,0.000505932153757628,0.0060803846115235,TRUE
